id,title,company,location,description,time_posted
f8aa66f2fd5f27cc,Data Analyst,"Kate Farms, Inc.","Santa Barbara, CA 93108","ABOUT KATE FARMS
Kate Farms is a company with heart. Our company was founded on the belief that good nutrition leads to good health, and good health opens the door to endless possibilities. That’s why our mission is to make nutrition the cornerstone of healthcare, so people can live their best lives. We are a medical food company that makes complete nutrition formulas for people who have a medical need for liquid nutrition.
Position Overview
The Marketing Analyst position plays a key role in executing the Kate Farms marketing plan and identifying plan improvements to maximize growth and return on investment. As part of the Kate Farms Marketing Team, this position is responsible for accurate, timely and actionable analytical reporting to aid strategic decision making and guide marketing spend to optimize ROI. This individual will build and maintain data models to help provide insights into optimization of marketing initiatives, and work cross-functionally to ensure we are maximizing revenue and overall company effectiveness. This will include performing analytics to optimize ROI across marketing channels and providing deep insights to aid company objectives of sales, growth, profitability, and market visibility.
ESSENTIAL JOB DUTIES AND RESPONSIBILITES
Work with the Marketing Team as an “agnostic” partner to help determine the best marketing plans that optimize our execution of delivering on the company’s top goals and objectives. This includes customer acquisition initiatives and customer loyalty initiatives (digital activities, medical sales enablement).
Architect analytics strategy and analytical modeling tools to measure activity against marketing initiatives.
Deliver best in class reporting and dashboarding.
Conduct quantitative analysis including, but not limited to, ROI, trending, identification and assessment of opportunity and risk, forecasting, regressions, correlation, cannibalization and probability modeling.
Data analytics and support understanding of relational databases and ability to integrate multiple data sources (i.e. Salesforce, Google Analytics, distributor tracings, marketing budget, Kate Farms P/L).
Partner with Marketing, Customer Care and Finance leaders to ensure strategic and timely spend allocation decisions.
Enable and teach self-service analytics to stakeholders.
Report data, KPIs, and informed recommendations in an approachable and easily interpretable format to management and key stakeholders.
MINIMUM JOB REQUIREMENTS
BS / BA required, degree in statistics, finance, math, economics or another analytical field.
1-3 years of experience in data analysis in a fast-paced environment.
Exceptional analytical and quantitative skills with the ability to interpret and summarize complex data that drive actionable plans and that add value to the business
Ability to analyze, organize, and integrate large amounts of complex data into clear and concise presentations and status reports.
Expert knowledge of MS Office, especially Excel.
Ability to coordinate and manage simultaneous data analysis requests of varying size and scope.
Strong communication skills, both written and verbal, with the ability to convey complex information to a broad audience.
Ability to cope with uncertainty and fast-moving environment.
Process-oriented to work on improvements.
Motivated self-starter approach.
Possess a proactive attitude, initiative, and drive.
NOTE: This job description is not intended to be all-inclusive. Employee may perform other related duties as negotiated to meet the ongoing needs of the organization as directed by the management of the company.
Job Type: Full-time
Experience:
Data Analysis: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Santa Barbara, CA 93108 (Required)",save job
fd954c16d9ecc0ce,Data Analyst,Stanford University,"Stanford, CA 94305","Job Code: 4744
Grade: G
Exemption: Exempt, Full Time

Note: Not all unique aspects of the job are covered by this job description


Consider all the lives saved over the many years as a result of Stanford’s innovation in the medical field. Imagine a world without the internet and social platforms. Did you know Stanford pioneered the procedure for organ transplants and also created the first website in the United States? All of these advances and more, are a direct result of Stanford University’s prominent faculty, researchers and alumni, who have revolutionized the way we live and enriched the world. Supporting this mission is Stanford’s dedicated 16,000 staff, who come from diverse educational and career backgrounds. We are a collaborative environment that thrives on innovation and continuous improvement. At Stanford, we seek talent committed to excellence, driven to impact the future of our legacy, and improve lives on a global sphere


JOB PURPOSE:
The Spend Management Team in Procure-To-Pay supports the development of sustainable and innovative supply strategies which will be delivered through collaborative engagement across seven schools and seventeen non-academic units with the approximate spend of $2.4 Billion. In this challenging position as the Data Analyst, under general direction, process a wide variety of analytical data and produce routine, single data sources’ information requests. If you have a data driven mindset and the ability to draw conclusions based on data, this position may be the right career opportunity for you. Each day brings a new set of objectives as you:


Responsibilities:
Identify and select usable data from subtle and complex data patterns. Assess and produce relevant, standard, or custom information (reports, charts, graphs and tables) from structured data sources by querying data repositories and generating the associated information.
Design methods to validate data to ensure high quality product. Explore creative approach to using data based on technical expertise of available data. Distribute reports to applicable agencies, researchers, management and other internal end-users and provide interpretation of data when needed.
Develop and produce dashboards, key performance indicators, and other recognized metrics used to monitor and report organizational performance. Collect and analyze metric data.
Collect, manage and clean datasets using an extraction and reporting programming language to ensure data integrity
Research and reconcile data discrepancies occurring among various information systems and reports.
Collaborate with data managers to define and implement data standards and common data elements for data collection.
Identify new sources of data and methods to improve data collection, analysis and reporting.
May test prototype software and participate in approval and release process for new software.
- Other duties may also be assigned

MINIMUM REQUIREMENTS:
Education & Experience:
Bachelor's degree in Computer Science or a combination of education and relevant experience. Experience in a quantitative discipline such as economics, finance, statistics or engineering.


Knowledge, Skills and Abilities:
Basic knowledge and demonstrated experience using and applying analytical software, database management system software, database reporting software, database user interface and query software, and data mining software.
Ability to collect data using a variety of methods, such as data mining and hardcopy or electronic documentation study, to improve or expand databases.
Strong listening, verbal and written communication skills.
Ability to manage multiple activities in a deadline-oriented environment; highly organized, flexible and rigorous attention to detail.
Ability to use logic to calculate data; efficiently construct a database or scrutinize the form of a question.
Ability to work with data of varying levels of quality and validity.
Demonstrated ability to produce data in a clear and understandable manner meeting user requirements.
Ability to work effectively with multiple internal and external customers.
Development skills in a relevant language such as Python or R.
Experience with storytelling and visualization, with some exposure to visualization tools.
Experience in data collection, transformation, and preparation.
Familiarity with standard analyst tools and packages.



Certifications and Licenses:
None
PHYSICAL REQUIREMENTS*:
Constantly perform desk-based computer tasks.
Frequently sit, sort, file paperwork or parts, grasp lightly, and use fine manipulation, lift, carry, push and pull objects that weigh 10 pounds or less.
Occasionally write by hand, twist, bend, stoop and squat.
Rarely stand, walk, reach or work above shoulders and use a telephone.


- Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of the job.


WORKING CONDITIONS:
May work extended hours during peak business cycles.
WORK STANDARDS:
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.


Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University’s Administrative Guide, http://adminguide.stanford.edu.",29 days ago
bd93f3f05cd92625,Data Scientist / Data Analyst,Arosys,"Sunnyvale, CA","Are you a driven and inquisitive data scientist? Do you love finding insights in large, unique datasets? Want to play a crucial role at a dynamic company?
Join Arosys as a Data Scientist! As part of this fast-growing team, you’ll develop deep insights for our business units to execute as we continue to grow, and have a tremendous impact on the success of a game-changing company.
What you’ll do:
Extract actionable insights from huge volumes of data using data mining, statistics, and database techniques.
Work cross-functionally to identify problems in different areas where data mining/machine learning/statistics can help.
Conduct studies, rapid pilots, and use advanced data mining and modelling techniques to build solutions that optimise the quality and performance of our data.
Analyse data quality issues and identify root causes and remedies.
Simplify and explain data science work examples to non-quant business users.
What’s required:
Fluency in modern advanced analytical tools and programming languages (e.g. Python, R, MATLAB etc.).
A PhD in statistics, math, engineering, physical sciences, computer science or another quantitative discipline.
Substantial experience with the use of relational (and un-relational) databases for data storage and analysis, including SQL fluency for data extraction and management.
Curiosity and pragmatism! You should be excited to ask the right questions, find the right answers, and identify trends and factors important for the business.
Experience with machine learning, conceptual modelling, hypothesis testing, NLP, etc. is a plus.",8 hours ago
389d1121ca949b86,Health Data Analyst,Double M Resources,"Brea, CA","Permanent position
Brea, CA
Summary:
The Healthcare Analyst provides clinical and financial analysis and reporting for existing clients and provides support for pricing new business.
Essential Duties and Responsibilities:
Acts with honor and integrity, serving as a role model for the company.
Analyzes prospective and current client utilization data to identify utilization trends, calculate cost of healthcare and identify opportunities to add value to customers.
Works with internal business customers to define report and dashboard requirements for use in managing day to day operations more efficiently.
Assists with the QC/Validation of the data currently being developed into the data warehouse.
Validates the completeness of potential client data files using various techniques.
Extracts and compiles both internal and external data elements used in all aspects of the business from client pricing, medical cost management, operational reporting and general financial analysis as required.
Populates existing pricing model with potential client information and makes suggestions on potential improvements to the model or corresponding presentation/reporting.
Participates in or conducts presentations to prospective clients regarding pricing methodologies.
Reconciles capitation payments to eligibility data to ensure monthly payments received are accurate.
Calculates and analyzes monthly capitation payments made to network providers; identifies and investigates unusual fluctuations and determines root cause of potential problems.
Conducts recurring and ad hoc provider utilization analyses; prepares meaningful, professional reports for health plans.
Respects and maintains HIPAA confidentiality guidelines.
Acts as an interdepartmental liaison between offices, departments, and committees.
Performs other duties as assigned.
Project Management and Execution:
Coordinate with other departments across the AO such as IM governance & EDW and support conceptualization and development of reporting/analytical methodologies, solutions and initiatives
Aid in the development of project plans and strategies as well as execute assigned project plans to deliver solutions in a timely manner
Support collaboration on roadmaps, dependencies, and execution plans across analytical units and with applicable teams in the organization
Manage the intake requests across the business units; track and monitor the work to ensure critical milestones are met, identify and report/escalate risks to management appropriately; manage stakeholder relations
Obtain data, direct/execute reporting/analysis, perform interpretations and conclusions, and prepare recommendations.
Assist in determining business needs by effectively conducting fact-finding interviews and leveraging various tools and analytical methods and then summarize findings in a coherent manner to develop and propose appropriate solution
Conduct research studies that include collecting data from various sources, analyzing, trending and presenting the findings and recommendations to management
Support translation of business requirements and unstructured business issues into data analytic problems
Perform overall program evaluations (i.e., planning-implementation-completion/analysis-reporting) and other assessments such as change management assessments, workflow optimization assessments, etc.
QUALIFICATION REQUIREMENTS:
EDUCATION and/or EXPERIENCE:
At least a Bachelor's degree with emphasis in Economics, Computer Science, Statistics, Math or Business, or equivalent work experience.
Minimum of 4-6 years’ work experience in an analytical role
Master degree in a quantitative field preferred.
Work experience with line item healthcare claims and PBM information is preferred. OTHER SKILLS and ABILITIES:
An understanding of CPT, ICD-9, Revenue and DRG codes is preferred.
Must have expensive experience and proficiency leveraging SQL, including loading data, writing update and select statements, and joining tables.
Experience with Excel spreadsheets and other office productivity applications to share and present analytic results.
Experience with SAS.
Experience with statistical analysis tools such as SAS Office Analytics desired.
Experience with business Intelligence tools such as SAS Visual Analytics desired.
Ability to understand and work with a variety of data formats to create charts, graphs, tables, and other visual means of representing key aspects of the data.
Strong written and verbal communications, including the ability to summarize the results of data analysis for technical and non-technical audiences. Must also be comfortable presenting this information via in person meetings as well as webinar technologies.
Experience with technical writing preferred.
Must have strong analytical skills with the ability to develop advanced analytic models (e.g. forecasting).
Must be skilled at prioritizing assignments and working to ensure all mission critical timeframes and deadlines are met.
Must be able to work independently and demonstrate initiative and problem solving skills working within a fast paced start up environment",18 days ago
9869190e4036e55e,Data Science Analyst - Real Estate,Petco,"San Diego, CA 92127","Our vision at Petco is Healthier Pets. Happier People. Better World. We’re making things better for pets, people and the planet through our Think Adoption First philosophy, the Petco Foundation and other important initiatives that focus on putting animals first, educating pet parents and reducing our carbon footprint. The journey starts with knowledgeable, passionately engaged associates who are proud to recommend Petco as a place to work, who believe in our Vision and who are committed to delivering a superior customer experience.


From our retail stores and our network of Distribution Centers to our Corporate offices, you'll work with others who share your values and commitment. We seek individuals who are passionate about animal welfare, have great people skills and are driven to grow and advance in their careers with us. Our ongoing growth is creating exceptional opportunities for professional development and personal enrichment throughout our organization.



Position Purpose:
The Data Science Analyst – Real Estate will be in our San Diego, CA office, and will provide analysis and input to management for the purposes of forming the strategic direction of real estate actions, including: Relocations, Remodels, New store opportunities, and services offerings. Responsible for researching trends and developments in the property market and recommending asset/real estate strategies to outperform general benchmarks.




Essential Job Functions: The incumbent must be able to perform all of the following duties and responsibilities with or without a reasonable accommodation.
Work with Data Sciences team to develop and operationalize a national strategy for integrated services
Work with management to maintain and improve upon national store strategies including: Relocations, Remodels, New store opportunities, services offerings
Support a cross-functional go to market strategy for in-store integrated services including, but not limited to: site selection, execution of a grand openings, enhancement of the in-store customer journey/experience
Track key performance initiatives as related to the rollout of integrated services in stores. Reporting to include high level dashboard trackers to be delivered to senior leadership as well as more detailed customer level analytics to better understand the enhanced customer experience
Work with key collaborators to develop a sustainable labor model for in-store integrated services experience
Interact professionally and effectively through verbal and written communication with all professional contacts with emphasis on company interests

Supervisory Responsibility:
None



Work Environment:
The majority of job duties are conducted while seated indoors at a computer terminal, with little or no exposure to hazards. Occasional travel may be required site evaluations, or presentations or training.
Education/Experience:


Bachelor’s Degree in Data Science, Computer Science, Statistics, Economics, or other related field required; Master’s Degree is preferred.
2+ years of experience in spatial and real estate related analysis or quantitative analytics.
Experience with retail store operations and/or capital planning preferred.
Advanced analytical skills; and an advanced skill level with GIS systems and statistical applications, MS Excel and SQL, and ability to manage multiple projects simultaneously.
Advanced hands-on experience working with databases.
Strong interpersonal communications skills are necessary due to the nature and level of interaction with senior management and other departments.
Strong presentation skills with ability to interpret data to business leaders, stakeholders, and senior management.",30+ days ago
bd70ed1a198ff7c3,Data Analyst,Sansa Technology LLC,"Palo Alto, CA","Contract
Need a Data Analyst for long term contract at Uber at Palo Alto, CA.
Must have strong experience with SQL, Tableau and a Scripting language.
You will be responsible to
- Become proficient with the analytical and execution tools used by Risk;
- Understand Risk / Fraud behaviors and the general Risk strategies, rules, and models;
- Build deep understanding of the Risk data, reporting, and key metrics;
- Develop effective working relationships with team members and other cross-functional teams such as PM, DS, Eng, and Ops;
- With guidance from manager, define and develop area of expertise;
- Attend regular training courses, functional business review meetings, and all-hands;
- Find opportunities to share and present learnings and results to the team
Here Are The Kinds Of Skills We're Looking For
BS/BA or higher in quantitative fields, statistics, math, computer science, operation research, engineering or related disciplines. Master's degree preferred
5+ years of experience as a data analyst
Risk and fraud domain knowledge/intuition is a plus
Knowledge in programming using basic modeling techniques, decision trees, logistics regressions, SAS, Perl, R, and Python
Experience in handling large scale unstructured data using Hadoop. Expertise in SQL, as well as ability to do more advanced data programming using Hive, Pig, Spark, etc
Creative problem solving and critical thinking skills with a bias toward action and a get things done attitude
Ability to take initiative in a fast-moving environment
Team player mindset that takes ownership for a collective outcome and helps others along the way
Deeply passionate about the user experience and able to make product recommendations that delight the user while taking into account the needs of the business
A never-ending desire to grow and learn
Strong interpersonal, verbal, and written communication skills
Job Type: Contract",save job
eb37e2b8991db007,Data Analyst,Alation Inc.,"Redwood City, CA","As an analyst at Alation, you'll mine insights from our data—and communicate them compellingly—to optimize our operations, our product, and our impact on the worklife of analysts like yourself.
Alation exists to help organizations make decisions based on data. Our customers range from eBay to Salesforce to PepsiCo to Pfizer and collectively they have many petabytes of data. Our product helps their employees—especially data analysts and data scientists—identify and understand the relevant data, so they can tease out the signal amid the noise and take action. So one exciting thing about working at Alation is that you’re helping people just like you.

As part of our small analytics team, you’ll bring further quantification and scientific rigor to our organization. You’ll search for insights that lead to product improvement, and create dashboards to facilitate your colleagues’ interactions with customers. In addition to executing particular analytics projects, you'll help drive a data culture throughout the company.
Requirements:
incredible curiosity: you ask ""why?"" about everything and find yourself up late answering the Nth follow-up question
pioneering spirit: you're excited to be the second full-time, dedicated data-person in a company full of data nerds
strong SQL, stats, and Tableau skills: you don't have to Google 'inner join', covariance, or LOD expressions—but you might anyway to learn some nuances—see ""curiosity"", above
data ambassador: you can take complicated concepts and explain them clearly to an intelligent but less technical audience, bridgingbusiness and technology. Your friends tell you, ""now I get it!"" after you've explained geeky concepts to them
truth-seeker: you think https://xkcd.com/882/ is hilarious (and a bit sad). When you read science-news (as you often do) you find yourself coming up with confounds and alternative interpretations and hypotheses. You're always inventing experiments in your head (and sometimes even carrying them out)
inclination toward impact: you love research but get even more excited when you can turn insight into action
Bonus points for:
coding/scripting experience
R or NumPy skills
basic business knowledge
Sample projects:
mining our usage logs to figure out which behaviors and experiences predict users' future satisfaction and engagement/churn (so we can improve the product and better train our Customer Success Managers)
clustering our users into buckets/personas (so we can better tailor how we serve them in-app and through support)
analyzing the results of our employee culture and satisfaction surveys to see whether any demographic traits are correlated with a significantly different experience (so we can make our workplace as fair and equitable as possible)
optimizing how we spend time and money on marketing, customer site-visits, etc. based on past and predicted return-on-investment
building out reports and executive dashboards for vital metrics, and collaborating with engineering and marketing to instrument our product and our site for deeper investigations in the future
Just to name a few…
About Alation:

Our mission is to make the world a more curious and rational place. In service of that goal, we created the first ""data catalog""—an index and interface which makes finding relevant, trustworthy data sets as easy as finding the perfect product on Amazon. We do this using a mixture of user-centered design and advanced machine learning and AI algorithms. Today, our product is used by thousands of data analysts like you across hundreds of customers in the Global 2000, and industry experts agree our data catalog continues to set the standard.

Learn why…
…our customers love using Alation: https://vimeo.com/123434638
…our employees work here: https://vimeo.com/123674169

If our mission resonates with you, and you want to solve meaningful problems, have fun, and help build a company with a broad and positive impact, come join us. We are an equal opportunity employer and value diversity deeply: our founders came together from three different decades and three different countries—united only by a shared vision. We do not discriminate on the basis of race, name, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status, and we seek ever more diverse perspectives as we grow.",5 days ago
945429cd3722e756,UA Data Analyst,Curology,"San Francisco, CA","San Francisco, CA

About Curology

Clear skin can be life-changing, but it's not easy to see a dermatologist. At Curology, we provide prescription medications custom-formulated for each patient's skin and shipped directly to their door. We tailor the entire Curology experience specifically for patients with acne and anti-aging concerns, allowing us to provide incredibly personalized, effective and affordable care at scale.
Join us on the marketing team of this extremely fast-growing, data-driven company that's dedicated to helping bring effective skincare to everyone. We've tripled our business over the last year and we aren't planning to slow down anytime soon. We're a tight-knit team in sunny Hayes Valley and we're looking for somebody who loves scaling new and old channels and crunching data as much as we do.
We're looking for an experienced and highly motivated data analyst who can identify actionable insights that drive marketing strategy and decisions. Potential projects include creating marketing dashboards, customer acquisition/retention optimization, improving web analytics, modeling LTV and ROAS, analyzing and creating reports on user cohorts, and more. The role requires someone who is highly proficient in SQL and Python and approaches problems in a structured manner, and is comfortable with ambiguity.
What you'll do

You will report to the Director of User Acquisition.
Collaborate with the marketing team to identify opportunity areas, translate them into structured analyses, and generate actionable insights
Build intuitive dashboards to empower other team members with actionable data
Make conclusions from your analysis, present your results, and advocate for proposed next steps to key decision makers
Be the go-to expert on SQL, Python, and data visualization tools
Constantly look for improvements in tools, data sources, data quality, and analytic techniques
What we're looking for

Passion for what we do!
You are scary good with data. Mix shifts, sample bias, winner's curse, lag effects, data sufficiency issues - these things are second nature to you.
3+ years of work experience in a role that required quantitative analysis, synthesizing insights, and using data to support strategic decisions
Expertise in SQL, Python/R, understanding of statistics and experienced with data visualization tools
Analytical mindset, with the ability to focus on a problem, ask insightful questions, reject presuppositions, and gain expertise quickly
Understanding of web analytics, marketing analytics, and digital marketing
Ability to effectively partner, collaborate, and communicate with technical and non-technical colleagues in various business functions at all levels
Ability to work independently in an unstructured environment
Willingness to do whatever is needed: we are a lean team
Experience at a high-growth startup is a plus
Must be eligible to work in the U.S.",18 days ago
fd279ba2c493e42e,Financial Data Analyst,SquareTrade,"San Francisco, CA 94107","THE TEAM:
The Financial Analysis team combines the functions of financial planning and data analysis. We take an end-to-end view of the business financially and operationally. The team is responsible for reporting cadence & dashboard development, budgeting & forecasting, long-term financial planning, risk management & pricing, company-wide business intelligence, and decision support for sales & operational business units. We use complex modeling to build connective tissue between raw data and financial performance.

THE POSITION:
The Financial Data Analyst will work in the revenue & expense analysis segment of the team. This group reports and builds models related to the company’s sales performance and operating expenses, while working closely with senior management to monitor & forecast performance. The Analyst will support the Manager in the group in creating financial and operating reports, budgets and forecasts for operating expenses, and developing financial support for operating decisions. Well-qualified candidates will have experience building and maintaining financial models in Excel, organizing data in SQL and building dashboards in business intelligence tools (e.g., Tableau). This position will also provide other ad hoc analyses and data as needed.

This role provides opportunities to get involved with complex projects that touch a variety of different teams throughout the company, and will challenge you to use your analytical skills to solve problems creatively. The position reports to the Finance Manager.

RESPONSIBILITIES INCLUDE:
In-depth exploration of causes or trends to identify problems, opportunities and specific actions required
Build and use financial models that simulate and forecast business elements and margin implications; quantify uncertainty and statistical variance in projections/scenarios
Identify and research monthly and quarterly variances to forecast or prior year’s results, actively recognizing opportunities for improvement
Uncover new opportunities to grow and optimize the business through analytics, financial modeling, and business case development
Improve processes for current reporting, automation, frequency, efficiency, etc.
Create and overhaul dashboards and underlying data structures
Ensure integrity of financial models, reporting and databases
Support operational departments with ad hoc analysis and reporting
Presenting analysis to senior level management
KEY QUALIFICATIONS:
1-3 years of work experience as an analyst, or similar position
Bachelor’s Degree in Business, Economics, Mathematics, Statistics, or a related field
Advanced degree (i.e.: an MBA or Master's in an analytics-oriented field) is a plus
Experience building, updating, and maintaining financial models
Advanced Microsoft Excel skills
Familiarity with reporting tools (Tableau, Adaptive Planning) and SQL skills are a plus
Ability to draw conclusions from raw data then summarize results quickly and efficiently
Experience working with large data volumes required
Ability to meet deadlines in a fast-paced environment
Organized and detail oriented
Strong writing and presentation skills
SOME OF THE BENEFITS OF WORKING @ SQUARETRADE INCLUDE:
Not feeling stuck! This team has exposure to many different parts of the business, making transitioning easy...we work on developing careers based on what people enjoy!
Competitive salaries, benefits (medical, dental, vision), unlimited PTO, full 401k matching
Respect for your work-life balance
A paid volunteer day to give back to the community
Company activities (from happy hours, winery trips, and picnics in the park to running a 5k)",8 days ago
d35f3bcedc3fdce1,DATA ANALYST 2,Walmart eCommerce,"Sunnyvale, CA 94087","Position Description

Our ideal candidate is a sharp, thoughtful problem solver, who enjoys identifying key business levers and challenges, and then building analytical framework to impact strategic decision making.

What you'll do:

Write SQL/Hive/Spark queries to extract necessary data and present the information either in Tableau or PowerPoint and analyze the results to generate business insights.
Proactively perform data exploration on user behavior to discover future testing opportunities.
Work collaboratively with a cross-functional team (Product, Marketing & Engineering) to solve complex business/product/marketing problems.
Create and manage business/operational dashboards to monitor business line performance.
Present your research and insights to all levels of the company, clearly and concisely.
#LI-AB1
Minimum Qualifications

Bachelor’s degree in a quantitative field (e.g. mathematics, statistics, computer science, engineering, or physics) or minimum of 2 years analytics work in industry.
You have extensive experience using SQL and Tableau. Looker is a Plus.
Outstanding written and oral communications skills.
You have a solid foundation in basic statistics, e.g., regression analysis, modeling, forecasting etc.
You understand experimentation, hypothesis testing, and causal inference
Additional Preferred Qualifications

Company Summary

The Walmart eCommerce team is rapidly innovating to evolve and define the future state of shopping. As the world’s largest retailer, we are on a mission to help people save money and live better. With the help of some of the brightest minds in technology, merchandising, marketing, supply chain, talent and more, we are reimagining the intersection of digital and physical shopping to help achieve that mission.
Position Summary

Our ideal candidate is a sharp, thoughtful problem solver, who enjoys identifying key business levers and challenges, and then building analytical framework to impact strategic decision making.

What you'll do:

Write SQL/Hive/Spark queries to extract necessary data and present the information either in Tableau or PowerPoint and analyze the results to generate business insights.
Proactively perform data exploration on user behavior to discover future testing opportunities.
Work collaboratively with a cross-functional team (Product, Marketing & Engineering) to solve complex business/product/marketing problems.
Create and manage business/operational dashboards to monitor business line performance.
Present your research and insights to all levels of the company, clearly and concisely.",8 hours ago
46342b8b97f6295c,Threat Intelligence Analyst,eBay Inc.,"San Jose, CA","Job Description – Threat Intelligence Analyst – R0029146

eBay is seeking an Information Security Threat Intelligence Analyst to join our highly visible Threat Management & Response Organization (TMR) to design and develop our threat intelligence program in support eBay’s eCommerce and Payments platforms. This position will perform intelligence collection/curation activities, and provide analysis using the Intelligence OODA Loop framework to identify emergent cyber threats to eBay.
Working within eBay’s TMR organization you will have the opportunity to build innovative solutions to identify and mitigate information-security threats. You will work collaboratively to creatively solve complex security problems in a heterogeneous environment. With your contributions, we’re building the best security operations center in the industry. Your skills, vision, tenacity, and passion will help us defend and respond daily to keep eBay’s critical information assets away from threats and hackers.
Candidates must have extensive experience working with various security methodologies and processes, advanced knowledge of TCP/IP protocols, extensive experience providing analysis and trending of security threats from various threat intelligence sources.

Core Job Functions Include:
Identify and assess internal and external cybersecurity risks that threaten the security or integrity of eBay’s eCommerce and payments platforms including all non-public information stored on systems.
Establish policies commensurate with eBay’s risk and complexity that addresses the concepts of threat information sharing through appropriate ISACs and other intelligence sharing bodies.
Modify control structures to use threat intelligence and build collaboration processes to identify and respond to information on threats and vulnerabilities.
Develop and formalize effective threat identification and assessment processes (Threat Knowledge), including maintaining procedures for obtaining, monitoring, assessing, classifying severity, and responding to evolving threats and vulnerabilities. Use this Threat Knowledge to drive risk assessments and response.
Develop, maintain, and update a repository of cybersecurity threat and vulnerability information that may be used in conducting risk assessments and provide updates to senior management, eBay board of directors, and eCI board of directors on cyber risk trends.
Conduct research and evaluate intelligence data - with specific emphasis on tactics, techniques, and procedures - focusing on threats facing eBay’s eCommerce and payments processing systems.
Correlate threat data from various sources and analyze network events to establish the identity and modus operandi of malicious users active in or posing potential threats to eBay.
Report security performance against established security metrics and compare to other similar businesses in the eCommerce and payments space.
Work closely within various Global Information Security teams and eBay’s Legal, and Risk teams to develop a fuller understanding of the intent, objectives, and activity of cyber threat actors.
Conduct complex cyber intelligence analysis, coordination, and interaction across a broad range of eBay, it’s adjacencies, and third-party ISAC partners.
Understand the trade-offs required to communicate the different levels of risk tolerance and risk exposures across the organization and balance this with risk investments
Coordinate with technology and business groups to assess, implement, and monitor business-related security risks/hazards.
Prepare assessments and cyber threat profiles of current events based on the sophisticated collection, research, and analysis of classified and open source information
Produces high-quality papers, presentations, recommendations, and findings for Senior Level Management and Enterprise Technology Leaders
Provides briefings and presentations to leadership supporting Information Security and Network Operations decision making
Provide situational awareness to executives and stakeholders of emerging threats and breaches in a timely fashion with appropriate guidance on impact to eBay, Inc.

To be successful in this position, you should be proficient with:
Communication – ability to articulate complex cyber threats to non-technical business partners. Proven competency in business writing and speaking for technical and executive audiences.
Teach – ability to train security concepts to other teams
Offensive Techniques – Penetration testing, IOCs, and exploits at all layers of the stack.
Logs Analysis - Comfortable with SEIM searching to gather and analyze logs to recreate incidents and hunt for threats.
System Forensics – Basic understanding of image acquisition techniques, memory forensics, and analysis
Networking Fundamentals - TCP/IP Protocols (HTTP, DNS, FTP, DHCP, ARP, etc.), and Wireshark/TCPDump.
Scripting – Should be familiar in scripting in at least one of the following: python, perl or a similar language.
Risk Analysis – Prior work experience analyzing threat and vulnerability data; classifying threats/vulnerabilities to determine severity and prioritize against existing system states, determining threats causing critical risk to business.

Qualifications:
Bachelor’s degree in Information Assurance, Information Security, Cyber Intelligence, or related field.
5+ years of experience in Cyber Threat Intelligence

Must have at least one (1) of the following certifications:
SANS GIAC: GCTI, ISC2: CISSP, NICCS: CCIP, EC Council: C|TIA

In addition, minimum of one (1) year of specialized experience in one or more of the following areas:
Security Assessment or Offensive Security
Application Security
Security Operations Center/Security Incident Response
Cyber intelligence Analysis

At eBay, your work makes a difference. We believe that we can build a better form of commerce that is enabled by people, supported by technology, and open to everyone – creating more opportunity for all.





This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy

View our accessibility info

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:
EEO is the Law Poster
EEO is the Law Poster Supplement",5 hours ago
